,business_supplier,contacts_url,gold_status,gold_years,main_products,supplier_url
2309,"Jinan Yuki Bearing Co., Ltd.",yws.en.alibaba.com/contactinfo.html,Gold Supplier,9,"Bearing,Guide",yws.en.alibaba.com/company_profile.html#top-nav-bar
2312,"Jiashan Augman Machinery Co., Ltd.",jsaugman.en.alibaba.com/contactinfo.html,Gold Supplier,7,"Mechanical seal,Bearing,Bushing,O-rings,Sic",jsaugman.en.alibaba.com/company_profile.html#top-nav-bar
2313,"Shanghai Shengyue Bearing Co., Ltd.",shr-bearing.en.alibaba.com/contactinfo.html,Gold Supplier,8,"ball Bearing,Roller bearing,deep groove ball bearing,Spherical Roller Bearing,Tapered Roller Bearing",shr-bearing.en.alibaba.com/company_profile.html#top-nav-bar
2314,Taian Hengda Steel ,precisionsteelball.en.alibaba.com/contactinfo.html,Gold Supplier,1,"steel ball,bearing,ball retainer,grinding balls,steel grit",precisionsteelball.en.alibaba.com/company_profile.html#top-nav-bar
2320," Co., Ltd.",ball.en.alibaba.com/contactinfo.html,Gold Supplier,1,"steel ball,hollow steel ball,steel ball with hole,ball cage,half steel ball",ball.en.alibaba.com/company_profile.html#top-nav-bar
2321,"Shandong JinNai International Trade Co., Ltd.",cngunri.en.alibaba.com/contactinfo.html,Gold Supplier,3,"Press Die Component,Plastic Mold Component,Automation Component,machine processing parts,metal parts",cngunri.en.alibaba.com/company_profile.html#top-nav-bar
2322,"Dongguan Gunri Precision Hardware Co., Ltd.",junde-precision.en.alibaba.com/contactinfo.html,Gold Supplier,2,"Mold &amp; Press Die Parts,Cutting Tools,CNC Parts,oilless bush &amp; plate,Precision Parts",junde-precision.en.alibaba.com/company_profile.html#top-nav-bar
2323,Dongguan Qingxi Junde Mold Component Producing Shop,igs-bearing.en.alibaba.com/contactinfo.html,Gold Supplier,1,"plastic roller wheel bearing,door and window roller,cnc linear guide rail,bearing,roller chain and sprocket",igs-bearing.en.alibaba.com/company_profile.html#top-nav-bar
2324,"Changsha IGS Machinery Co., Ltd.",barbierichina.en.alibaba.com/contactinfo.html,Gold Supplier,3,"PM BUSHING,oiliness BUSHING,SLIDING BEARING BUSHING,OILLESS BUSHING,STRUCTURE ITEMS",barbierichina.en.alibaba.com/company_profile.html#top-nav-bar
2325,"Shenzhen Crestgolf Supplies Co., Ltd.",crestgolf.en.alibaba.com/contactinfo.html,Gold Supplier,7,"Golf ball,Golf grip,Golf gift,Golf tee,other golf accessories",crestgolf.en.alibaba.com/company_profile.html#top-nav-bar
2326,"Shenzhen J&C Golf Goods Co., Ltd.",jcgolf.en.alibaba.com/contactinfo.html,Gold Supplier,5,"golf gift,golf ball,golf tee,golf divot tool,golf grip",jcgolf.en.alibaba.com/company_profile.html#top-nav-bar
2327,"Xiamen Solotoo Sporting Goods Co., Ltd.",solotoo.en.alibaba.com/contactinfo.html,Gold Supplier,2,"golf club,golf putter,Carbon Wheels Clincher,Carbon Rim,Bike Wheel",solotoo.en.alibaba.com/company_profile.html#top-nav-bar
2328,"Ningbo Lotusflower Sport Equipments Co., Ltd.",lotusflower.en.alibaba.com/contactinfo.html,Gold Supplier,6,"Sport Equipments,Golf Trolley,Golf Bag,Hockey goal and net,Golf Accessory",lotusflower.en.alibaba.com/company_profile.html#top-nav-bar
2329,"Xiamen Dongke Aluminum Co., Ltd.",xmdkalu.en.alibaba.com/contactinfo.html,Gold Supplier,6,"Custom Aluminum Telescopic Pole,Extension pole,Adjustable Pole,telescoping pole,Antenna",xmdkalu.en.alibaba.com/company_profile.html#top-nav-bar
2330,"Gostar Sporting Goods Co., Ltd.",gostarsport.en.alibaba.com/contactinfo.html,Supplier,13,"Golf Bags,Golf Gloves,Golf Headcovers,Sports Bags",gostarsport.en.alibaba.com/company_profile.html#top-nav-bar
2331,"Foshan Positive Energy Sports Development Co., Ltd.",pesports.en.alibaba.com/contactinfo.html,Supplier,4,"Golf Accessories,Artificial Grass",pesports.en.alibaba.com/company_profile.html#top-nav-bar
2332,"Shenzhen Best Sports Products Co., Ltd.",bestgolf.en.alibaba.com/contactinfo.html,Gold Supplier,12,"Golf Ball,Golf tees,Golf Ball Markers,Golf Divot Repair Tools",bestgolf.en.alibaba.com/company_profile.html#top-nav-bar
2333,"Foshan Positive Energy Sports Development Co., Ltd.",fungreengolf.en.alibaba.com/contactinfo.html,Supplier,6,"Golf Accessories,Artificial Grass",fungreengolf.en.alibaba.com/company_profile.html#top-nav-bar
2335,"Yuyao Zhongyuan Plastic & Electrical Appliance Co., Ltd.",zysporting.en.alibaba.com/contactinfo.html,Gold Supplier,11,"portable basketball stand,basektball hoop,basketball system,trampoline hoop,garden basics",zysporting.en.alibaba.com/company_profile.html#top-nav-bar
2337,Dongguan Humen DKsportbot Factory,dksportbot.en.alibaba.com/contactinfo.html,Gold Supplier,2,"Tennis Ball Machine,Badminton Ball Machine,Basketball Machine,Football Machine,Stringing Machine",dksportbot.en.alibaba.com/company_profile.html#top-nav-bar
2338,"Dongguan SIBOASI Sports Goods Technology Co., Ltd.",whqss.en.alibaba.com/contactinfo.html,Gold Supplier,8,"Sport Training Machine (Tennis Ball Machine,Shuttlecock Shooter,Stringing Machine,Tennis Practicing Device)",whqss.en.alibaba.com/company_profile.html#top-nav-bar
2339,"Yiwu Huidong Industrial & Trade Co., Ltd.",josone12.en.alibaba.com/contactinfo.html,Gold Supplier,3,"Football,Basketball,Volleyball,Badminton,Table tennis",josone12.en.alibaba.com/company_profile.html#top-nav-bar
2340,"Tianjin Xurui Hengda International Trading Co., Ltd.",xrhd-sport.en.alibaba.com/contactinfo.html,Gold Supplier,2,"Free weight dumbbell,Tennis table,Indoor gym fitness,Basketball hoop equipment,yoga gym fitness",xrhd-sport.en.alibaba.com/company_profile.html#top-nav-bar
2341,Wuxi Jint International Trading Corp.,jintstar.en.alibaba.com/contactinfo.html,Gold Supplier,3,"Sports balls,Soccer ball,Rackets,Pumps,Fitness accessories",jintstar.en.alibaba.com/company_profile.html#top-nav-bar
2342,"Shenzhen Konmat Sports Technology Co., Ltd.",konmatsports.en.alibaba.com/contactinfo.html,Gold Supplier,2,"Golf Training Equipment,Tennis pitching machine,badminton ball machine,shuttlecock training machine,stringing machines",konmatsports.en.alibaba.com/company_profile.html#top-nav-bar
2343,"Guangzhou Vintop Sporting Goods Co., Ltd.",vintopsport.en.alibaba.com/contactinfo.html,Gold Supplier,5,"Portable basketball hoop,In-ground basketball hoop,Wall mount basketball hoop,Ceiling mount basketball hoop,Basketball accessories",vintopsport.en.alibaba.com/company_profile.html#top-nav-bar
2347,"Shenzhen Merryshine Jewelry Co., Ltd.",merryshine.en.alibaba.com/contactinfo.html,Gold Supplier,11,"925 sterling sliver necklace,925 sterling sliver pendant,Harmony ball,925 sterling sliver charms,Aromatherapy necklace",merryshine.en.alibaba.com/company_profile.html#top-nav-bar
2348,"Xuping Jewelry Co., Ltd.",xupingparis.en.alibaba.com/contactinfo.html,Supplier,4,Fashion Jewelry,xupingparis.en.alibaba.com/company_profile.html#top-nav-bar
2350,"Yiwu City MJ Jewelry Co., Ltd.",cnmj.en.alibaba.com/contactinfo.html,Supplier,6,"Necklace,Bracelet,Ring,Earring",cnmj.en.alibaba.com/company_profile.html#top-nav-bar
2351,"Yiwu Tailuan Jewelry Co., Ltd.",tailuan.en.alibaba.com/contactinfo.html,Gold Supplier,6,"Ring,Bracelet,Necklace,Earring,Brooch",tailuan.en.alibaba.com/company_profile.html#top-nav-bar
2352,"Shenzhen Sunrising Trade Co., Ltd.",yoyojewelry.en.alibaba.com/contactinfo.html,Gold Supplier,7,Fashion Jewelry,yoyojewelry.en.alibaba.com/company_profile.html#top-nav-bar
2353,"Shanxi Jakcom Technology Co., Ltd.",jakcom.en.alibaba.com/contactinfo.html,Gold Supplier,5,"Smart Ring,Smart Watch,Smart Nail,Smart Home Device,Bluetooth Speaker",jakcom.en.alibaba.com/company_profile.html#top-nav-bar
2354,"Dongguan Zhen Ping Jewelry Co., Ltd.",zhenpingjewelry.en.alibaba.com/contactinfo.html,Supplier,7,"Stainless steel jewelry,Aromatherapy jewelry,Car diffuser",zhenpingjewelry.en.alibaba.com/company_profile.html#top-nav-bar
2355,"Yiwu Landy Jewelry Co., Ltd.",landyjewelry.en.alibaba.com/contactinfo.html,Gold Supplier,2,"Fashion jewelry,Necklace,Bracelet,Earring,Ring",landyjewelry.en.alibaba.com/company_profile.html#top-nav-bar
2357,Dongguan Changda Jewellery Ltd.,avenajewellery.en.alibaba.com/contactinfo.html,Gold Supplier,5,"925 Sterling Silver necklace,Harmony Bola Ball,Angel caller,European beads,Aromatherapy jewelry",avenajewellery.en.alibaba.com/company_profile.html#top-nav-bar
2358,"Shenzhen Charm Fish Net Co., Ltd.",charmfish.en.alibaba.com/contactinfo.html,Gold Supplier,2,"18K gold plated jewelry,Sterling silver jewelry,Watch,925 silver plated jewelry,Steel jewelry",charmfish.en.alibaba.com/company_profile.html#top-nav-bar
2359,"Yiwu Feiling Jewelry Co., Ltd.",feelingjewelry.en.alibaba.com/contactinfo.html,Gold Supplier,3,"leather bracelets,alloy necklaces,stainless rings,sunglasses,watches",feelingjewelry.en.alibaba.com/company_profile.html#top-nav-bar
2361,"Yiwu Passion Jewelry Co., Ltd.",passionjewelry.en.alibaba.com/contactinfo.html,Gold Supplier,4,"Jewelry Set,Bracelet,Necklace,Earring,Ring",passionjewelry.en.alibaba.com/company_profile.html#top-nav-bar
2362,"Yiwu Yaokai Jewelry Co., Ltd.",ywyaokai.en.alibaba.com/contactinfo.html,Gold Supplier,3,"BRACELET,CHAIN,RING,PENDANT,NECKLACE",ywyaokai.en.alibaba.com/company_profile.html#top-nav-bar
2363,"Yiwu Long Way Jewelry Co., Ltd.",hklongway.en.alibaba.com/contactinfo.html,Gold Supplier,5,"necklace,earring,bracelet,ring,gemstone beads",hklongway.en.alibaba.com/company_profile.html#top-nav-bar
2364,Yiwu Yuzhe Jewelry Factory,shineyjewelry.en.alibaba.com/contactinfo.html,Gold Supplier,6,"ring,necklace,earring,bracelet,brooch",shineyjewelry.en.alibaba.com/company_profile.html#top-nav-bar
2365,"Jinhua Meiyang Crafts Co., Ltd.",mycraft.en.alibaba.com/contactinfo.html,Gold Supplier,2,"plastic wardrobe,pp dressbook,plastic shoe rack,pu squishies toy,pu stress ball",mycraft.en.alibaba.com/company_profile.html#top-nav-bar
2366,"Liuyang Qingjia Fireworks Co., Ltd.",qingjiafireworks.en.alibaba.com/contactinfo.html,Gold Supplier,2,"fireworks,magic fire,fireworks firing system",qingjiafireworks.en.alibaba.com/company_profile.html#top-nav-bar
2367,"Acme Technology (Zhejiang) Co., Ltd.",wacme.en.alibaba.com/contactinfo.html,Gold Supplier,1,"PU stress ball,pu toys,pu stress ball,PU sportsball,PU car",wacme.en.alibaba.com/company_profile.html#top-nav-bar
2368,"Liuyang Dream Fireworks Manufacturing & Display Co., Ltd.",fireworkshow.en.alibaba.com/contactinfo.html,Gold Supplier,1,"Fireworks Smoke,Display show Cake,Display shell Toy fireworks,Rockets Missiles,Fountain Firecrackers",fireworkshow.en.alibaba.com/company_profile.html#top-nav-bar
2369,"Liling New Times Trade Co., Ltd.",phoenix-fireworks.en.alibaba.com/contactinfo.html,Gold Supplier,1,Fireworks &amp; firecrackers export,phoenix-fireworks.en.alibaba.com/company_profile.html#top-nav-bar
2372,"Liuyang Global Supply Chain Service Co., Ltd.",globalfireworks.en.alibaba.com/contactinfo.html,Gold Supplier,2,"Cakes,Firecrackers,Toys&amp;Novelty,Roman Candles,Party Items",globalfireworks.en.alibaba.com/company_profile.html#top-nav-bar
2373,Dongguan T&F Rubber-Plastic Electronic Materials Factory,foampudg.en.alibaba.com/contactinfo.html,Gold Supplier,9,"ESD PU chair,full printing ball,PU coating products,Polyurethane products,Memory foam pillow",foampudg.en.alibaba.com/company_profile.html#top-nav-bar
2374,"Liuyang XP Fireworks Co., Ltd.",lyxp-fireworks.en.alibaba.com/contactinfo.html,Gold Supplier,1,"consumer fireworks,display show fireworks,professional and consumer cake/battery,roman candle,display shell",lyxp-fireworks.en.alibaba.com/company_profile.html#top-nav-bar
2375,"Guangdong Mingshi Plastic Technology Co., Ltd.",zsmingshi.en.alibaba.com/contactinfo.html,Gold Supplier,11,"Acrylic Profiles,Polycarbonate profiles,Co-extrusion profiles,Acrylic tubes,Acrylic rods",zsmingshi.en.alibaba.com/company_profile.html#top-nav-bar
2377,"Jiangxi Beluns Plastic Co., Ltd.",beluns.en.alibaba.com/contactinfo.html,Gold Supplier,7,"PTFE Sheet(rod),Nylon rod (sheet),POM Sheet(Rod),plastic products,HDPE Sheet(Rod)",beluns.en.alibaba.com/company_profile.html#top-nav-bar
2378,"Hebei Jiangzhi Machinery Equipment Co., Ltd.",jzcpu.en.alibaba.com/contactinfo.html,Supplier,3,"Customized Rubber Parts,Customized Plastic Parts,CNC Machining Parts,Polyurethane Parts,Mold",jzcpu.en.alibaba.com/company_profile.html#top-nav-bar
2379,"Guangdong Pengde Rubber Plastic Co., Ltd.",fspengde.en.alibaba.com/contactinfo.html,Gold Supplier,10,"Cast Molded Polyurethane,Extrusion Polyurethane",fspengde.en.alibaba.com/company_profile.html#top-nav-bar
2380,"Guangzhou Naxilai Plastic Co., Ltd.",naxilaico.en.alibaba.com/contactinfo.html,Gold Supplier,4,"Acrylic tube,Acrylic box,Acrylic rod,Acrylic sheet,PC tube",naxilaico.en.alibaba.com/company_profile.html#top-nav-bar
2381,"Henan Jinhang Engineering Plastics Co., Ltd.",jhgcsl.en.alibaba.com/contactinfo.html,Gold Supplier,5,"uhmwpe sheet,Nylon sheet,HDPE Sheet,PTFE sheet,Nylon rod",jhgcsl.en.alibaba.com/company_profile.html#top-nav-bar
2382,"Shenzhen Chinaplas Material Co., Limited",chinaplas-material.en.alibaba.com/contactinfo.html,Gold Supplier,6,"acrylic sheet/pipe/rod,pp sheet/rod,abs sheet,ps sheet,pom sheet/rod",chinaplas-material.en.alibaba.com/company_profile.html#top-nav-bar
2383,"Foshan Jinggu Plastic Products Co., Ltd.",sjkpmma.en.alibaba.com/contactinfo.html,Gold Supplier,5,"Acrylic Stair Railing,Acrylic Rod,Acrylic Tube,Acrylic Ball,Acrylic Handle",sjkpmma.en.alibaba.com/company_profile.html#top-nav-bar
2384,"Hangzhou Beide Mechanical And Electrical Equipment Co., Ltd.",hzbeide.en.alibaba.com/contactinfo.html,Gold Supplier,1,"Nylon,PTFE,Epoxy material,POM,PVC",hzbeide.en.alibaba.com/company_profile.html#top-nav-bar
2387," Co., Ltd.",thunderman.en.alibaba.com/contactinfo.html,Gold Supplier,10,"inline skates,figure skates,skidding accessories,ice skates,hockey skates",thunderman.en.alibaba.com/company_profile.html#top-nav-bar
2390,"Shenzhen Thunderman Technology Co., Ltd.",tqbearing.en.alibaba.com/contactinfo.html,Gold Supplier,11,"needle roller bearing,roller bearing,deep groove ball bearing,taper roller bearing",tqbearing.en.alibaba.com/company_profile.html#top-nav-bar
2391,Jinan Yuki ,czhuari.en.alibaba.com/contactinfo.html,Supplier,11,"Steel Ball (Chrome Steel Ball,Stainless Steel Ball,Carbon Steel Ball),Aluminum Ball,Copper/brass Ball,Coated Ball,Bearing",czhuari.en.alibaba.com/company_profile.html#top-nav-bar
2393,Qingdao Habid Industry Limited Company,ntn.en.alibaba.com/contactinfo.html,Gold Supplier,6,"Bearing,Guide",ntn.en.alibaba.com/company_profile.html#top-nav-bar
2394,"Tianjin Tengqi International Trade Co., Ltd.",zotyindustrial.en.alibaba.com/contactinfo.html,Gold Supplier,3,"Deep Groove Ball Bearings,Stainless Steel Ball Bearings,Miniature Ball Bearings,Flanged Ball Bearings,Plastic Bearing Rollers",zotyindustrial.en.alibaba.com/company_profile.html#top-nav-bar
2405,"Qingdao Pengrui Machinery Co., Ltd.",pdmindustryfastener.en.alibaba.com/contactinfo.html,Supplier,8,"Fastener,CNC Machined Parts,Metal Fabrication",pdmindustryfastener.en.alibaba.com/company_profile.html#top-nav-bar
2407,"Jiaxing Wedo Network Technology Co., Ltd.",edlcaster.en.alibaba.com/contactinfo.html,Gold Supplier,3,"caster,caster wheels,castor,wheel castor,industrial caster",edlcaster.en.alibaba.com/company_profile.html#top-nav-bar
2409,"Dongguan Zhengchen Hardware Co., Limited",zchardware.en.alibaba.com/contactinfo.html,Gold Supplier,6,"ball spring plungers,ball rollers,index plunger,machine and fixture elements,Nord lock washers",zchardware.en.alibaba.com/company_profile.html#top-nav-bar
2410,"Zhongshan Kezhi Metal Products Co., Ltd.",zskezhi.en.alibaba.com/contactinfo.html,Gold Supplier,10,"Heavy Duty Type Caster,Medium Duty Type Caser,Light Duty Type Caster",zskezhi.en.alibaba.com/company_profile.html#top-nav-bar
2411,Guangzhou Panyu Kehang Caster Factory,gzkehang.en.alibaba.com/contactinfo.html,Gold Supplier,6,"Industry Caster,Roller Skate PU Wheel,Scooter PU Wheel,Skate Board PU Wheel,Industry Roller",gzkehang.en.alibaba.com/company_profile.html#top-nav-bar
2412,"Beijing Haosheng Transmission Technology Co., Ltd.",hscdtech.en.alibaba.com/contactinfo.html,Gold Supplier,6,"Conveyor roller,Conveyor pulley,Conveyor belt,Conveyor system,composite roller",hscdtech.en.alibaba.com/company_profile.html#top-nav-bar
2413,"Foshan Nanhai Jameson Caster Co., Ltd.",fsjameson.en.alibaba.com/contactinfo.html,Gold Supplier,10,Caster,fsjameson.en.alibaba.com/company_profile.html#top-nav-bar
2414,"Qingdao Bigbiz Tire Co., Ltd.",bigbiz.en.alibaba.com/contactinfo.html,Gold Supplier,6,"motorcycle tire,motorcycle tube,motorcycle inner tube,wheelbarrow tire,rubber wheel",bigbiz.en.alibaba.com/company_profile.html#top-nav-bar
2415,"HOLO PACK TECHNOLOGY CO., LTD.",holopack.en.alibaba.com/contactinfo.html,Gold Supplier,10,"Ball transfer unit,Ball plunger,Steel ball,Turntables,Roller pin",holopack.en.alibaba.com/company_profile.html#top-nav-bar
2417,AXEL ENTERPRISES,axelenterprises.trustpass.alibaba.com/contactinfo.html,Gold Supplier,3,"t-shirts,Cricket Bats,Leather Jackets,Soccer Footballs,Barber Scissors",axelenterprises.trustpass.alibaba.com/company_profile.html#top-nav-bar
2418,"Guangzhou Aomiao Inflatable Co., Ltd.",aomiao.en.alibaba.com/contactinfo.html,Supplier,6,"Bubble Soccer,Inflatable Slide,Inflatable Water Products,Inflatable Castle,Inflatable Outdoor Games",aomiao.en.alibaba.com/company_profile.html#top-nav-bar
2419,AWFEN ENTERPRISES,awfen.trustpass.alibaba.com/contactinfo.html,Gold Supplier,1,"Sports Uniforms,Bags,Athletic wear,Goal keeping Gloves,Streetwear",awfen.trustpass.alibaba.com/company_profile.html#top-nav-bar
2424,"Henan Hengtaihua Amusement Equipment Co., Ltd.",hthtoy.en.alibaba.com/contactinfo.html,Supplier,11,"Inflatable Toys (Inflatable Bouncy Castle,Inflatable Slide,Inflatable Tent,Inflatable Water Park Products,Inflatable Advertisement Products),Inflatable Toys (Inflatable Castle",hthtoy.en.alibaba.com/company_profile.html#top-nav-bar
2425,"Jiangsu Dingo Import & Export Trading Co., Ltd.",dingopromo.en.alibaba.com/contactinfo.html,Gold Supplier,5,"gifts,Crafts,toys,bags,customized products",dingopromo.en.alibaba.com/company_profile.html#top-nav-bar
2426,Splendid ,sprubber.en.alibaba.com/contactinfo.html,Gold Supplier,3,"Rubber O-Ring,Rubber Washer,Rubber Gaskets,Rubber Seal,Rubber Products",sprubber.en.alibaba.com/company_profile.html#top-nav-bar
2427, ,everfriendpet.en.alibaba.com/contactinfo.html,Gold Supplier,13,"Pet Toys,Bath Toys",everfriendpet.en.alibaba.com/company_profile.html#top-nav-bar
2428," (Shenzhen) Co., Ltd.",maihua.en.alibaba.com/contactinfo.html,Gold Supplier,14,"O-Rings,Rubber Gaskets,Silicone Seals,Molded Gaskets,Rubber Washers",maihua.en.alibaba.com/company_profile.html#top-nav-bar
2429,Everfriend Pet ,thinrpo.en.alibaba.com/contactinfo.html,Supplier,14,"Silicone Products,Rubber Products",thinrpo.en.alibaba.com/company_profile.html#top-nav-bar
2430," Co., Ltd.",dingcheng188.en.alibaba.com/contactinfo.html,Gold Supplier,4,"Rubber Parts,Plastic Parts,Rubber Products,Rubber Machine,Hardware Products",dingcheng188.en.alibaba.com/company_profile.html#top-nav-bar
2431,Xiamen Maihua ,gzh.en.alibaba.com/contactinfo.html,Gold Supplier,8,"Silicone Ear Tips,Silicone Protective Covers,Silicone Sex Toys,Liquid Silicone Rubber Parts,Silicone Insert-molding Parts",gzh.en.alibaba.com/company_profile.html#top-nav-bar
