,business_supplier,contacts_url,gold_status,gold_years,main_products,supplier_url,supplier_name_copy,rating,contact_name,contact_dept,Address:,Zip:,Country/Region:,Province/State:,City:
1285,"Shenzhen Kindvast Paper Display Co., Ltd.",https://kindvast.en.alibaba.com/contactinfo.html,Gold Supplier,9,Cardboard display,https://kindvast.en.alibaba.com/company_profile.html#top-nav-bar,"Shenzhen Kindvast Paper Display Co., Ltd.",4.8,Ms. hazel liang,Director/CEO/General Manager,"Jubao Industrial Park, Furui Road, Qiaotou Community, Fuyong Street, Bao'an District,Guangdong,China (Mainland).",518101,China,Guangdong,Shenzhen
1286,"Guangzhou Jichuang Electronic Technology Co., Ltd.",https://jcmulti.en.alibaba.com/contactinfo.html,Gold Supplier,5,"wilderness survival tool, outdoor survival tool card, multifunction tool card, credit card tool card, survival tool card",https://jcmulti.en.alibaba.com/company_profile.html#top-nav-bar,"Guangzhou Jichuang Electronic Technology Co., Ltd.",,Ms. kugo jc,Director/CEO/General Manager,"Room 009, 8th Floor, No. 27, Gongyi Road, Xinhua St., Huadu District,",510000,China,Guangdong,guangzhou
1287,"Linsont Hardware (Shenzhen) Co., Ltd.",https://linsont.en.alibaba.com/contactinfo.html,Gold Supplier,4,"Furniture Handle, Drawer Slide, Cabinet Hinge, Cabinet Support, Kitchen Fittings",https://linsont.en.alibaba.com/company_profile.html#top-nav-bar,"Linsont Hardware (Shenzhen) Co., Ltd.",0.0,Ms. Shelley Feng,Sales,"Xifa Zone B, Gonghe Ind. Road, Xixiang Street, Baoan Dist.",518102,China,Guangdong,Shenzhen
1288,"Foshan Runda Racking Manufacturing Co., Ltd.",https://rund.en.alibaba.com/contactinfo.html,Gold Supplier,6,"Service Equipment- Store and Supermarket Supplies- Stacking Racks and Shelves-Rack and Shelf(Warehouse Rack, Market Shelf, Display Shelf, Shopping Trolleys, Check-Out Counters)",https://rund.en.alibaba.com/company_profile.html#top-nav-bar,"Foshan Runda Racking Manufacturing Co., Ltd.",5.0,Ms. Emily Zeon,Sales,"No. G14, Shaxi International Hotel Articles City, Guangzhou",511431,China,Guangdong,Guangzhou 
1289,"Zhongshan Pinxian Arts & Crafts Co., Ltd.",https://zspinxian.en.alibaba.com/contactinfo.html,Gold Supplier,4,"Coffee cup &amp;Condiment organizer, coffee cup dispenser, coffee cup rack, Menu holder, KTV Bar cup serving tray",https://zspinxian.en.alibaba.com/company_profile.html#top-nav-bar,"Zhongshan Pinxian Arts & Crafts Co., Ltd.",,Ms. Fala Dung,Sales,"Floor 3, No. 22, Yuelong South Road, Xiaolan Town",528415,China,Guangdong,Zhongshan City 
1290,"Xiamen JDM Metal Manufacturing Co., Ltd.",https://jdm-display.en.alibaba.com/contactinfo.html,Gold Supplier,1,"Customized Steel Display Rack, Customized Steel Display Shelf, Customized Steel Display stand, steel display rack, stainless steel display rack",https://jdm-display.en.alibaba.com/company_profile.html#top-nav-bar,"Xiamen JDM Metal Manufacturing Co., Ltd.",,Mr. Andy Tu,Sales,"Heshan, Xinmin Town, Tongan District, Xiamen",361000,China,Fujian,Xiamen
1291,"Laohekou Mhome Furniture Manufacture Co., Ltd.",https://mhome.en.alibaba.com/contactinfo.html,Gold Supplier,6,"Handicrafts, furniture, home deco., storage &amp; cabinet, blackboard &amp; sign",https://mhome.en.alibaba.com/company_profile.html#top-nav-bar,"Laohekou Mhome Furniture Manufacture Co., Ltd.",,Ms. Carmen Tseng,Director/CEO/General Manager,"NO.23, XIAOHUANGYING VILLAGE, MENGLOU TOWN, LAOHEKOU CITY, HUBEI, CHINA",441800,China,Hubei,Laohekou
1292,Guangzhou Bull Leader ,https://byida.en.alibaba.com/contactinfo.html,Gold Supplier,2,"shelves, racks, shopping trolley, cashier desk, display stand",https://byida.en.alibaba.com/company_profile.html#top-nav-bar,"Guangzhou Bull Leader Shelves Co., Ltd.",5.0,Mr. KW Tsai,,Panyu,,China,Guangdong,Guangzhou
1293," Co., Ltd.",https://jhdisplay.en.alibaba.com/contactinfo.html,Gold Supplier,5,"Display Rack, Supermarket Shelf",https://jhdisplay.en.alibaba.com/company_profile.html#top-nav-bar,"Foshan Jinhuashunxing Metal Production Co., Ltd.",0.0,Ms. Eve Qian,Sales, No. 1 Yingtou Industrial Zone Nanan Village Xinan Street Sanshui District ,,China,Guangdong,Foshan
1294,Wuzhou Huangqiang Gems Business Department,https://wzhqgems.en.alibaba.com/contactinfo.html,Gold Supplier,6,"Synthetic Opal, Agate slice, Cubic Zirconia, Pearl, mother of pearl",https://wzhqgems.en.alibaba.com/company_profile.html#top-nav-bar,Wuzhou Huangqiang Gems Business Department,5.0,Mr. Andy Huang,Director/CEO/General Manager,"Shop 53, Floor 3, Gem Building, No. 69, Xihuan Road",543000,China,Guangxi,wuzhou
1295,"Yiwu Miss You Jewelry Co., Ltd.",https://angeltrading.en.alibaba.com/contactinfo.html,Supplier,7,"Fashion Accessories, Craft Gift",https://angeltrading.en.alibaba.com/company_profile.html#top-nav-bar,"Yiwu Miss You Jewelry Co., Ltd.,Supplier",4.6,Ms. Ani Cheng,Director/CEO/General Manager,"(Inside Zhejiang Yuwei Zipper Co., Ltd.), No. 1, Chunsheng Road, Beiyuan St., Yiwu",322000,China,Zhejiang,YiWu
1296,"Yiwu Huanian Garment Accessories Co., Ltd.",https://supergoblin.en.alibaba.com/contactinfo.html,Gold Supplier,1,"patch, lace edge, crystal, shell, embroidery thread",https://supergoblin.en.alibaba.com/company_profile.html#top-nav-bar,"Yiwu Huanian Garment Accessories Co., Ltd.",4.9,Mr. Patrick Mcafee,Sales,Choucheng district,322000,China,Zhejiang,Yiwu
1297,Huangyan Kaifeng Arts & Crafts Factory,https://hykaifeng.en.alibaba.com/contactinfo.html,Gold Supplier,10,"Nonwoven Craft, Christmas Decoration, Photo Frame, Flag, Wooden Craft",https://hykaifeng.en.alibaba.com/company_profile.html#top-nav-bar,Huangyan Kaifeng Arts & Crafts Factory,,Ms. Lucy hu,Sales,"1 Gaofeng Rd.(m),Gaoqiao.Huangyan,Zhejiang,china",318025,China,Zhejiang,Tai zhou
1298,Jiujiang Meisha ,https://msb.en.alibaba.com/contactinfo.html,Gold Supplier,12,"Shell Mosaic, Shell Laminates, Pearl Nuclei, Shell Button Blanks, Raw Shells",https://msb.en.alibaba.com/company_profile.html#top-nav-bar,Jiujiang Meisha Shell Products Processing Plant,4.7,Ms. Fiona Xue,Sales,jiurui main street,332000,China,Jiangxi,jiujiang
1299, Products Processing Plant,https://huongdanghandicraft.trustpass.alibaba.com/contactinfo.html,Gold Supplier,12,"Handicrafts, Lacquerware, Spun Bamboowares, Handbags, Crafts Gifts",https://huongdanghandicraft.trustpass.alibaba.com/company_profile.html#top-nav-bar,HUONG DANG ARTISTIC HANDICARFTS & LACQUERWARES COMPANY LIMITED,,Mr. Dang Huong Vu,Director/CEO/General Manager,"204c7A, Quynh Mai street, Hai Ba Trung district",100000,Vietnam,Hanoi,Hanoi
1300,HUONG DANG ARTISTIC HANDICARFTS & LACQUERWARES COMPANY LIMITED,https://gtjewelry.en.alibaba.com/contactinfo.html,Gold Supplier,2,"Bracelet, Necklace, Ring, Earring, Anklet",https://gtjewelry.en.alibaba.com/company_profile.html#top-nav-bar,,,Ms. rasa xia,Director/CEO/General Manager,One District Linyun Beiyuan ,,China,Zhejiang,Yiwu
1301,"Yiwu GT Accessories Co., Ltd.",https://suaz.trustpass.alibaba.com/contactinfo.html,Gold Supplier,6,"Wooden Handicrafts &amp; Furniture, Himalayan Salt Handicrafts, Textiles Products &amp; Crafts, Leather Products &amp; Crafts, Marble &amp; Onyx Crafts",https://suaz.trustpass.alibaba.com/company_profile.html#top-nav-bar,SUAZ & CO (PRIVATE) LIMITED,,Mr. Usman Ali,Sales,"Office # 24, First Floor, White Center, Bostan Khan Road, Chaklala Scheme 3",46000,Pakistan,Punjab,Rawalpindi
1302,SUAZ & CO (PRIVATE) LIMITED,https://byken.en.alibaba.com/contactinfo.html,Gold Supplier,3,Fashion Jewelry,https://byken.en.alibaba.com/company_profile.html#top-nav-bar,,,Ms. Nika Lin,Sales,"Room 303, Unit 1, Building 42, Honghua Village, Houzhai St.",322000,China,Zhejiang,Yiwu
1303,"Yiwu Byken Jewelry Co., Ltd.",https://dan.en.alibaba.com/contactinfo.html,Gold Supplier,8,"Jewelry(Stainless Steel Jewelry, Titanium Jewelry, Copper Jewelry)",https://dan.en.alibaba.com/company_profile.html#top-nav-bar,"Guangzhou Dione Crafts Co., Ltd.",4.7,Ms. Theresa Yan,Sales,"Room208,Hongyi Business Building, No.4 Guanyu Road,Tianhe District",510665,China,Guangdong,Guangzhou
1304,"Guangzhou Dione Crafts Co., Ltd.",https://gdxinyi.en.alibaba.com/contactinfo.html,Gold Supplier,1,"titanium jewelry, titanium steel jewelry, stainless steel jewelry, sterling silver jewelry, S925 sterling silver jewelry",https://gdxinyi.en.alibaba.com/company_profile.html#top-nav-bar,"Guangzhou Xinyi Jewelry Co., Ltd.",4.3,Mr. John Deng,Sales,"No,69 Shatou Street,Panyu District",511490,China,Guangdong,Guangzhou
1305, Products Processing Plant,https://wofishjewelry.en.alibaba.com/contactinfo.html,Gold Supplier,3,"Jewelry, Scarves, Necklace, Bobby pins, Bracelet",https://wofishjewelry.en.alibaba.com/company_profile.html#top-nav-bar,"Yiwu Wofish Jewelry CO,. LTD",4.6,Mr. Will Peng,Director/CEO/General Manager,"408, Building 36th, Liuqing 5th Distriect, BeiYuan Street",322000,China,Zhejiang,Yiwu
1306,Wuzhou Huangqiang Gems Business Department,https://missluv.en.alibaba.com/contactinfo.html,Gold Supplier,7,"pendant/charms/tags, beaded jewelry, string jewelry, DIY jewelry, Customized jewelry",https://missluv.en.alibaba.com/company_profile.html#top-nav-bar,Yiwu Miss Luv Jewelry Factory,4.7,Ms. Alice Cui,Sales,"1006# Xiangshan Road,",322000,China,Zhejiang,Yiwu
1307,HUONG DANG ARTISTIC HANDICARFTS & LACQUERWARES COMPANY LIMITED,https://qdfashion.en.alibaba.com/contactinfo.html,Gold Supplier,2,"Necklace, Earring, Bangle, Bracelet, Ring",https://qdfashion.en.alibaba.com/company_profile.html#top-nav-bar,"Qingdao Dongheng Trading Co., Ltd.",4.6,Ms. Emma Wei,Director/CEO/General Manager,Zhengyang Road,266111,China,Shandong,Qingdao
1308,"Qingdao Dongheng Trading Co., Ltd.",https://ywdaihe.en.alibaba.com/contactinfo.html,Supplier,13,Jewelry,https://ywdaihe.en.alibaba.com/company_profile.html#top-nav-bar,"Yiwu Daihe Jewelry Factory,Supplier",4.6,Ms. Helen Daihe,Sales,"2F, Building#2, No. 468 Chengdian Road",322000,China,Zhejiang,Yiwu City
1309,Qingdao DS Jewelry Factory,https://idunexport.en.alibaba.com/contactinfo.html,Gold Supplier,2,"Jewelry design, Jewelry manafacture, Jewelry wholesale, Jewelry retail, Jewelry distributor",https://idunexport.en.alibaba.com/company_profile.html#top-nav-bar,"Yiwu Idun Import & Export Co., Ltd.",4.5,Mr. Captain Zhao,Director/CEO/General Manager,"Unit 2, Building 23, Choushan Zone 2, Beiyuan Street",322000,China,Zhejiang,Yiwu
1310,Fujian Jinjiang City Chendai Yangdai Shengdong ,https://shengdongshoes.en.alibaba.com/contactinfo.html,Gold Supplier,10,"Casual Shoe, Sports Shoe, Basketball Shoe, Canvas Shoe, Skate Shoe",https://shengdongshoes.en.alibaba.com/company_profile.html#top-nav-bar,"Fujian Jinjiang City Chendai Yangdai Shengdong Shoes Co., Ltd.",3.9,Mr. Ricky Lin,,ChenQuan Road 882# ChenDai Town JinJiang City FuJian Province,362218,China,Fujian,Quanzhou
1311," Co., Ltd.",https://ehalf.en.alibaba.com/contactinfo.html,Gold Supplier,11,"Shoes (Sport Shoes, Casual Shoes, Hiking Shoes, Skate Shoes, Football Shoes)",https://ehalf.en.alibaba.com/company_profile.html#top-nav-bar,"Xiamen Global Bright Imp & Exp Co., Ltd.",0.0,Ms. jessie meng,Sales,"datang wuyuan, mucuo road, huli district",361012,China,Fujian,xiamen
1312,"Xiamen Global Bright Imp & Exp Co., Ltd.",https://rockysport.en.alibaba.com/contactinfo.html,Gold Supplier,9,"Casual Shoes, Classic Shoes, Skateboard Shoes, Running Shoe, Hiking Shoes",https://rockysport.en.alibaba.com/company_profile.html#top-nav-bar,"Rocky (Xiamen) Import & Export Co., Ltd.",4.9,Ms. Nicole Huang,Sales,"Unit 5C02, Xinxinjingdi Building, No. 396, Jiahe Road, Huli District",362200,China,Fujian,Xiamen
1313,"Rocky (Xiamen) Import & Export Co., Ltd.",https://r-bao.en.alibaba.com/contactinfo.html,Gold Supplier,3,"Produce wholesale ski socks, Pressure hose, Cycling socks, Running socks, Football sock",https://r-bao.en.alibaba.com/company_profile.html#top-nav-bar,"Quanzhou Rongbao Shoes Clothing Co., Ltd.",4.6,Ms. LUCY ZHOU,,Jinjiang roshan street huatai village 19 706,,China,Fujian,quanzhou
1314,Quanzhou Rongbao ,https://mauryaexport.trustpass.alibaba.com/contactinfo.html,Gold Supplier,3,"beach cricket set, SOCCER BALL, RUGBY BALL, CRICKET GEARS, ALL SPORTS GEARS",https://mauryaexport.trustpass.alibaba.com/company_profile.html#top-nav-bar,MAURYA EXPORT,,Mr. R.L MAURYA,,2 Kalia Colony Phase 2,144008,India,Punjab,Jalandhar
1315," Clothing Co., Ltd.",https://xcfootwear.en.alibaba.com/contactinfo.html,Gold Supplier,5,"sport shoes, soccer shoes, stock shoes, casual shoes, running shoes",https://xcfootwear.en.alibaba.com/company_profile.html#top-nav-bar,"Jinjiang XiangChi Trade Co., Ltd.",4.7,Ms. Tracy lin,Sales,qinghua qingyang,362000,China,Fujian,jinjiang
1316,MAURYA EXPORT,https://zysportshoes.en.alibaba.com/contactinfo.html,Gold Supplier,3,"sports shoes, casual shoes, led shoes, running shoes, climbing shoes",https://zysportshoes.en.alibaba.com/company_profile.html#top-nav-bar,Wenling Zhenya Shoes Factory,,Ms. Xu  King,Director/CEO/General Manager,muyu,20000,China,Zhejiang,wenling
1317,Wenling Zhenya ,https://cunge.en.alibaba.com/contactinfo.html,Gold Supplier,1,"hiking boots, hiking shoes, safety boots, safety shoes, sport shoes",https://cunge.en.alibaba.com/company_profile.html#top-nav-bar,"Quanzhou Village Pigeon Trade Co., Ltd.",4.4,Ms. Lisa Zhang,Sales,Donghai Street,362200,China,Fujian,Quanzhou
1318, Factory,https://thshoes2.en.alibaba.com/contactinfo.html,Supplier,3,Shoes,https://thshoes2.en.alibaba.com/company_profile.html#top-nav-bar,"Jinjiang Tonghua Shoes Co., Ltd.,Supplier",4.8,Mr. Sim Yang,Director/CEO/General Manager,"7FLOOR,QIFENG BUSINESS BUILDING,SHUANGLONG ROAD,JINJIANG,FUJIAN,CHINA ",362200,China,Fujian,jinjiang 
1319,"Jinjiang XiangChi Trade Co., Ltd.",https://qzlink.en.alibaba.com/contactinfo.html,Gold Supplier,4,"Footwear, Shoes Materials, Clothing, Shoes Equipment, Shoe Machinery",https://qzlink.en.alibaba.com/company_profile.html#top-nav-bar,"Quanzhou City Link Imp. & Exp. Co., Ltd.",4.5,Ms. Linda Jiang,Sales,"19-A5H, Lanfo City Garden, Luoshan Street",362200,China,Fujian,"Jianjiang City,Quanzhou"
1320,"Quanzhou Village Pigeon Trade Co., Ltd.",https://smartpackage.en.alibaba.com/contactinfo.html,Gold Supplier,3,"sport shoes, canvas shoes, backpack, mesh shoes, Pu shoes",https://smartpackage.en.alibaba.com/company_profile.html#top-nav-bar,"Baoding Smart Trading Co., Ltd.",4.4,Ms. Jessie Liu,Sales,Huoju Street,071051,China,Hebei,Baoding 
1321,"Xiamen Global Bright Imp & Exp Co., Ltd.",https://shjihao.en.alibaba.com/contactinfo.html,Gold Supplier,9,"Sport Shoes, military shoes",https://shjihao.en.alibaba.com/company_profile.html#top-nav-bar,"Shanghai Jihao Intl Enterprise Co., Ltd.",,Mr. Charles Feng,Director/CEO/General Manager,"ROOM 903,No.6 CaoAn commerce Buld., Lane 1930 Cao An Road,shanghai,China ",201824,China,Shanghai,shanghai
1322,"Cixi City Linyi Sanitary Ware Co., Ltd.",https://cxlinyi.en.alibaba.com/contactinfo.html,Gold Supplier,10,"shower head, rain shower, shower sliding bar, shower hose, shattaf",https://cxlinyi.en.alibaba.com/company_profile.html#top-nav-bar,"Cixi City Linyi Sanitary Ware Co., Ltd.",4.8,Mr. Guoping Xuan,Director/CEO/General Manager,Gaoxing Village Changhe Town,315326,China,Zhejiang,Cixi City
1323,Xuzhou Xin Paez Water Purification Equipment Limited Company,https://xinpaisi.en.alibaba.com/contactinfo.html,Supplier,3,"Mini Filter, Water Purifier Accessories, Shower Head, Shower Filter Cartridge, Customized PP Filter",https://xinpaisi.en.alibaba.com/company_profile.html#top-nav-bar,"Xuzhou Xin Paez Water Purification Equipment Limited Company,Supplier",5.0,Ms. Amy Zhao,Director/CEO/General Manager,"Room 810, block C, SOHO apartment, Wanda Plaza, Yunlong District, Xuzhou",221000,China,Jiangsu,Xuzhou
1324,"Guangzhou Homedec Sanitary Ware Co., Limited",https://homedec-bath.en.alibaba.com/contactinfo.html,Supplier,5,"Faucet, Shower, Thermostatic Faucet, Bidet Sprayer, Bathroom Accessories",https://homedec-bath.en.alibaba.com/company_profile.html#top-nav-bar,"Guangzhou Homedec Sanitary Ware Co., Limited,Supplier",4.7,Ms. annie GUO,Sales,"TIAN HE DISTRICT ,WANG YUAN ROAD NO.33 ,ZHIHUI BUSINESS PART,D106-107",510660,China,Guangdong,Guangzhou 
1325,"Ningbo Hi-Tech Zone Leelongs Sanitary Ware Co., Ltd.",https://leelongs.en.alibaba.com/contactinfo.html,Gold Supplier,10,"Shower Head, Sliding Bar, Soap Dispenser, Shower Set, Flexible Hose",https://leelongs.en.alibaba.com/company_profile.html#top-nav-bar,"Ningbo Hi-Tech Zone Leelongs Sanitary Ware Co., Ltd.",5.0,Mr. Joe Koman,Director/CEO/General Manager,"6-2, Building 1, No. 98, Chuangyuan Road, High-Tech Zone",315040,China,Zhejiang,Ningbo
1326,"Shanghai Aquacubic Sanitary Ware Information Technology Co., Ltd.",https://aquacubic.en.alibaba.com/contactinfo.html,Supplier,6,"Stainless Steel Sink, Faucets, Kitchen Sinks",https://aquacubic.en.alibaba.com/company_profile.html#top-nav-bar,"Shanghai Aquacubic Sanitary Ware Information Technology Co., Ltd.,Supplier",5.0,Mr. Lucas Ling,Director/CEO/General Manager,"Room 1002, No. 928, 128 Ji Nian Road, Baoshan District, Shanghai, China",,China,Shanghai,Shanghai
1327,"Dongguan Jiavo Electronic Technology Co., Ltd.",https://jiavo.en.alibaba.com/contactinfo.html,Gold Supplier,7,"Energy Saver Card, Negative Ion Shower Head, Scalar Energy Pendant, Anti Radiation Sticker, Household water purifier",https://jiavo.en.alibaba.com/company_profile.html#top-nav-bar,"Dongguan Jiavo Electronic Technology Co., Ltd.",4.7,Ms. Leona Li,Sales," Rm. 902, Bldg. 2, Dingfeng International Plaza, No. 19, Dongguan Ave., Dongtai Community, Dongcheng District ",523123,China,Guangdong,Dongguang
1328,"Guangzhou Hongdec Sanitary Ware Co., Ltd.",https://hongdec-faucet.en.alibaba.com/contactinfo.html,Gold Supplier,2,"faucet, kitchen faucet, shower head, shower set, bathroom shower",https://hongdec-faucet.en.alibaba.com/company_profile.html#top-nav-bar,"Guangzhou Hongdec Sanitary Ware Co., Ltd.",4.7,Ms. Yan GUO,Director/CEO/General Manager,zhihui guoji business park,510990,China,Guangdong,GUANGZHOU
1329,"Xiamen Enjoy Sanitary Wares Co., Ltd.",https://xmenjoy.en.alibaba.com/contactinfo.html,Gold Supplier,6,"shattafs, shower head, shower hose, water saving aerator, Sliding bars",https://xmenjoy.en.alibaba.com/company_profile.html#top-nav-bar,,,Ms. Vicky Lau,Director/CEO/General Manager,"No.48,Siming Yuan,Tong'an industrial zone",361011,China,Fujian,Xiamen
1330,"Shenzhen Lanbo Household Items Co., Ltd.",https://szrandy.en.alibaba.com/contactinfo.html,Supplier,5,"LED Shower Head, LED Faucet, LED Faucet Light, LED Ceiling Shower, Motor",https://szrandy.en.alibaba.com/company_profile.html#top-nav-bar,"Shenzhen Lanbo Household Items Co., Ltd.,Supplier",2.3,,,,,,,
1331,"Foshan Dexus Sanitary Ware Co., Ltd.",https://dexus.en.alibaba.com/contactinfo.html,Gold Supplier,4,"shower door, shower room, shower screen, shower enclosure, shower cabin",https://dexus.en.alibaba.com/company_profile.html#top-nav-bar,"Foshan Dexus Sanitary Ware Co., Ltd.",5.0,Mr. Jaffy Dexus,Director/CEO/General Manager,"shi quan Industrial Area, Songgang, Foshan",528234,China,Guangdong,Foshan
1332,"Xiamen Xinshengxin Trading Co., Ltd.",https://xmxsx.en.alibaba.com/contactinfo.html,Gold Supplier,1,"mold, plastic, business equipment parts, double injection parts, sanitary part",https://xmxsx.en.alibaba.com/company_profile.html#top-nav-bar,"Xiamen Xinshengxin Trading Co., Ltd.",,Ms. Phoebe Xue,Marketing,"1/F, N. 3 Zhongwan Road, Xingbei Industrial Zone, Jimei Distict",361022,China,Fujian,Xiamen
1333,Cixi Feinade Electric Appliance Factory,https://feinade.en.alibaba.com/contactinfo.html,Gold Supplier,2,"Phase-sequence Relay, Motor Protector Relay, digit ammeter/voltmeter, Lightning Surge Protector, temperature controller",https://feinade.en.alibaba.com/company_profile.html#top-nav-bar,Cixi Feinade Electric Appliance Factory,,Mr. jinlong wan,Director/CEO/General Manager,hang zhou wan xin qu ,,China,Zhejiang,cixi
